track_id,title,artist_id,album,duration_ms,genre,tags,tempo,energy,danceability,acousticness,valence,instrumentalness,loudness,speechiness,liveness,explicit,release_year,play_count
T000010,Tina's Help,A0298,Persevering fault-tolerant sof,398260,Rock,"road-trip,morning,lo-fi,american",139.61859,0.1843036,0.633316,0.27660996,0.7355502,0.40166488,-8.850504,0.077344194,0.17088804,False,1969,1400
T000011,Month Total,A0746,Decentralized bi-directional c,156777,Ambient,"experimental,dance,study,road-trip,bass,progressive",188.0018,0.7184569,0.31952724,0.10756973,0.87532544,0.110114336,-2.460243,0.08126248,0.25666228,False,2007,100
T000012,Michelle's Develop,A0523,Right-sized full-range adapter,141009,Metal,"70s,60s",125.55533,0.25638756,0.75187105,0.2961866,0.7785647,0.17680164,-1.4319738,0.05790175,0.10653153,False,2023,100
T000013,Happy Weight,A0658,Centralized attitude-oriented ,285506,Ambient,"winter,morning,dance",117.629875,0.8948864,0.49420497,0.12024762,0.405978,0.1070214,-0.65796524,0.19687074,0.23155391,False,2007,500
T000014,Triple-buffered multi-tasking info-media,A0351,Customizable coherent software,357438,Indie,"latin,upbeat",160.78683,0.29813603,0.42821366,0.5294157,0.54483604,0.11585212,-26.308098,0.022256419,0.1655286,False,2020,100
T000015,Profound asymmetric conglomeration,A0180,Fully-configurable executive a,275439,Country,"60s,techno,energetic,instrumental",164.81332,0.12451828,0.595726,0.2898768,0.1920798,0.0052092345,-14.545222,0.05807812,0.1772897,True,1962,1000
T000016,Reality of Civil,A0443,Diverse leadingedge product,238729,Ambient,"trap,groove,male-vocal,folk-rock,70s",109.63135,0.86363405,0.642833,0.1736503,0.06913918,0.05591031,-26.094582,0.1416204,0.03263576,True,1988,8200
T000017,He Reality,A0053,Enhanced disintermediate paral,374635,Reggae,"upbeat,energetic,live,female-vocal,latin",126.584305,0.48345158,0.3596006,0.35788554,0.6064237,0.22652118,-11.85553,0.1818362,0.030591924,False,2019,200
T000018,Serve of Order,A0661,Synergistic dynamic moratorium,371730,Classical,"remix,soul,study,spoken-word,cover",90.21554,0.08303596,0.312634,0.1375416,0.5185132,0.041237757,-21.385763,0.2452609,0.05692205,False,1987,100
T000019,Group of Machine,A0511,Versatile methodical middlewar,407403,Folk,"love,guitar,road-trip,female-vocal",76.771515,0.61437696,0.19373533,0.1457002,0.529507,0.14298862,-10.446596,0.08513394,0.029214038,False,1976,200
T000020,Senior Town,A0609,Self-enabling regional benchma,114977,Country,"underground,workout,trance,lo-fi",109.25386,0.27345613,0.3157706,0.33108565,0.34314227,0.2725231,-25.496655,0.064212345,0.21007365,False,2009,3200
T000021,Stop Challenge,A0288,Ergonomic global matrices,226217,Hip-Hop,"ambient,drums,group,dance",128.99084,0.43659467,0.518056,0.079950154,0.39995012,0.05962485,-1.6947939,0.034165323,0.25785154,False,1997,12500
T000022,Joshua's Sound,A0772,Profound full-range applicatio,252514,Latin,"latin,female-vocal",82.02022,0.25404462,0.81813794,0.2370213,0.89871496,0.078500584,-27.459932,0.039193567,0.24773504,False,2010,100
T000023,Dominique's Wind,A0723,User-centric methodical budget,418727,Metal,"psychedelic,latin",82.821846,0.87335336,0.5017981,0.53505117,0.5365423,0.20751818,-25.740656,0.2541303,0.10556452,False,2005,200
T000024,The Indeed,A0623,Universal 4thgeneration comple,194830,Reggae,"live,electric",77.35653,0.57044035,0.75723374,0.24550728,0.25950783,0.23352957,-28.061758,0.15271068,0.05201568,False,2001,100
T000025,Carlos's Those,A0150,Self-enabling 4thgeneration pa,216123,Hip-Hop,"mainstream,workout,piano,male-vocal,groove",182.606,0.455795,0.66429645,0.12608628,0.3674321,0.09144933,-25.609402,0.030731514,0.29463255,False,2024,100
T000026,Quite Member,A0369,Progressive bottom-line levera,143305,Blues,"spoken-word,modern,trance,90s",157.17397,0.42907956,0.45298713,0.21485539,0.79911184,0.036573738,-20.601341,0.14798951,0.027692506,False,1963,100
T000027,Nicholas's Marriage,A0037,Team-oriented 24/7 groupware,155801,Country,"underground,experimental,fast,trap,synth,neo-soul",80.373795,0.5211159,0.75207746,0.63070697,0.40719518,0.27441627,-19.832943,0.20359947,0.07897956,False,1974,2700
T000028,Police of Reason,A0117,Up-sized incremental benchmark,256647,Folk,"energetic,noise,art-rock,underground,study",152.57831,0.19769987,0.9226714,0.36988688,0.6751974,0.114904694,-5.636692,0.10755906,0.025515933,False,2015,100
T000029,Couple Parent,A0552,Synergistic client-driven impl,137671,Metal,"solo,american,night",128.01564,0.449973,0.9042821,0.70660806,0.26621488,0.07568917,-28.401518,0.017032895,0.6243034,False,1969,100
T000030,Jeanette's Movement,A0598,Optional well-modulated collab,336596,Jazz,"guitar,70s",139.17433,0.52843404,0.4525854,0.088927865,0.6199051,0.03690636,-27.876667,0.01779999,0.03652274,False,1997,300
T000031,Vision-oriented stable moderator,A0770,Multi-channeled empowering cap,138072,Folk,"morning,2010s,instrumental,chill,underground",176.00533,0.51858383,0.7893947,0.13297722,0.50488526,0.023468688,-6.083686,0.022759058,0.29529172,False,2007,100
T000032,Fundamental clear-thinking standardizati,A0265,Virtual responsive application,242289,Hip-Hop,"ambient,melancholic",126.64201,0.8558305,0.4583979,0.44200674,0.46330678,0.24098173,-17.254568,0.0016897317,0.11909519,False,1988,100
T000033,Game of Per,A0298,Stand-alone tertiary throughpu,322393,Rock,"instrumental,morning,energetic,art-rock,underground",100.334435,0.74203503,0.8849255,0.77429235,0.19931965,0.58186394,-22.779612,0.037813026,0.08532437,False,1983,600
T000034,Partner Happen,A0372,Programmable responsive adapte,419266,Indie,"experimental,energetic,piano,choir,cover",169.22,0.37342772,0.6689331,0.2524968,0.68051696,0.19012214,-3.0408423,0.015968176,0.1591483,False,2006,100
T000035,Reduced regional initiative,A0147,Reduced coherent open system,208498,Classical,"90s,american,folk-rock,heartbreak",82.31801,0.650781,0.2676807,0.70349264,0.51395434,0.047667723,-7.0718923,0.12002787,0.18936177,True,1975,200
T000036,Author Answer,A0096,Ergonomic composite workforce,231773,Metal,"fast,slow,male-vocal",189.46239,0.11078406,0.16242383,0.21978721,0.7353149,0.29713267,-18.863766,0.18920183,0.23357011,False,1983,100
T000037,All of Together,A0378,Profit-focused full-range proj,124962,Blues,"winter,techno",191.8129,0.38853282,0.35222518,0.28937736,0.012001106,0.15970269,-22.468386,0.117385566,0.18233332,False,2020,100
T000038,The Significant,A0180,Multi-channeled multi-state mo,317239,Country,"vocals,heartbreak",108.28891,0.54562384,0.3457625,0.2122541,0.22699754,0.025641058,-12.190969,0.11498537,0.5789058,False,1991,100
T000039,The Cold,A0540,Secured 24/7 knowledgebase,277330,Electronic,"african,european",168.11546,0.8119902,0.40269047,0.6042233,0.28737327,0.022637108,-3.790453,0.15398261,0.27614078,False,2009,100
T000040,The Each,A0347,Sharable encompassing model,315453,Jazz,"workout,guitar,cover",189.08038,0.20247282,0.44751662,0.2751398,0.33040234,0.19463669,-25.698668,0.05416465,0.048514698,True,1987,3300
T000041,Big Reduce,A0665,Future-proofed bi-directional ,357779,Blues,"folk-rock,acoustic,european,cover,chill",188.69154,0.41830477,0.59371597,0.17822306,0.24300256,0.0551225,-3.0596545,0.04429917,0.04045641,False,1998,100
T000042,The Born,A0565,Optimized zero administration ,382358,Country,"70s,folk-rock,electric,progressive",76.01261,0.30278155,0.24359037,0.5305949,0.22187713,0.2573118,-5.3257027,0.3159006,0.032053504,False,2004,100
T000043,The Money,A0256,Organized needs-based capacity,359532,Country,"drone,drums,80s,electric,psychedelic",83.488365,0.5804872,0.4880828,0.124392405,0.568376,0.21231346,-16.117788,0.31135574,0.036407873,False,2014,800
T000044,Synergistic methodical Graphic Interface,A0664,Progressive multimedia collabo,366969,Blues,"psychedelic,european",128.65694,0.5940428,0.7904105,0.2430036,0.07951014,0.30142283,-10.398937,0.21333894,0.07638492,False,2016,400
T000045,Soon of Each,A0644,Extended client-driven portal,193771,Country,"dance,60s,melancholic,guitar,night,studio",137.29161,0.7875767,0.2987817,0.44463927,0.63928974,0.07567179,-27.406834,0.0074735247,0.1494964,False,1994,200
T000046,Sport of System,A0310,Multi-tiered impactful impleme,160740,Metal,"african,spoken-word,solo,vocals",108.17424,0.72790647,0.9700594,0.50234497,0.7284726,0.09576327,-17.524954,0.013272339,0.14616032,False,1999,1900
T000047,Whose Significant,A0231,Pre-emptive system-worthy stan,192001,Latin,"mainstream,2020s,ambient,fast,american",70.72728,0.26776776,0.50405747,0.36847752,0.3929348,0.023191594,-2.6864393,0.15675928,0.05053402,False,2023,100
T000048,Stuff of Economic,A0551,Fundamental bandwidth-monitore,287897,Hip-Hop,"acoustic,british,modern,latin,60s,drill",120.12654,0.6489986,0.5984013,0.28728366,0.113745905,0.47936484,-8.016693,0.014368063,0.007744993,False,2006,200
T000049,Book We,A0104,Synchronized background budget,364756,Ambient,"groove,80s,piano,solo,progressive",99.35758,0.93972313,0.73885304,0.62931025,0.2886454,0.18648535,-11.567294,0.03310782,0.10838636,False,1980,100
T000050,Up of Contain,A0153,Seamless systemic concept,231361,Hip-Hop,"trap,african,electric,female-vocal,group,classic",122.67211,0.84055126,0.47275615,0.34630597,0.8686549,0.015245779,-28.781942,0.07181801,0.27588102,False,2008,1300
T000051,Should of Wait,A0011,Optimized dedicated solution,200115,R&B,"classic,heartbreak,2020s,piano,slow,instrumental",98.262695,0.38764727,0.702803,0.058703877,0.3004867,0.07633244,-10.583861,0.044706404,0.15924418,False,2011,100
T000052,Patrick's Kitchen,A0631,Pre-emptive upward-trending in,251623,Indie,"live,noise,funk,trance",121.02844,0.46042517,0.16192588,0.52859217,0.25147563,0.06354305,-13.799254,0.04582045,0.28201976,True,1979,100
T000053,The Win,A0536,Team-oriented interactive arch,243815,Rock,"live,electric,neo-soul",142.33455,0.6684636,0.25850725,0.20416117,0.7598041,0.3686617,-12.873667,0.31300715,0.016845163,False,1986,100
T000054,Caleb's Population,A0569,Cloned logistical approach,297362,Electronic,"cover,heartbreak,psychedelic,neo-soul,house,2000s",110.45073,0.25791827,0.66435057,0.2731614,0.44305223,0.026755726,-0.97474396,0.003076674,0.40289482,True,2012,200
T000055,The Enough,A0624,Up-sized mobile array,316167,Blues,"funk,latin,cover,remix",89.49145,0.739453,0.7301773,0.07097236,0.81959325,0.015378178,-29.477232,0.043553356,0.3619268,False,1991,200
T000056,The Building,A0360,Total bandwidth-monitored know,208330,Jazz,"house,drill,drone,folk-rock,60s",115.521736,0.17470144,0.4710829,0.6050254,0.7266008,0.16953552,-10.034301,0.12606542,0.08689732,False,1968,600
T000057,Always of Throw,A0457,Fundamental cohesive strategy,348725,Jazz,"solo,classic",96.46955,0.10486782,0.752712,0.23551963,0.26542026,0.07013023,-13.6651,0.23545814,0.12702571,True,1970,100
T000058,Karen's Letter,A0104,Re-engineered static methodolo,324235,Ambient,"american,electric,trance,drill,groove,female-vocal",68.988945,0.4005173,0.6606438,0.72067016,0.83336014,0.48228168,-16.868841,0.054939542,0.03922728,True,1971,500000
T000059,Virtual holistic portal,A0084,Cloned global focus group,374339,Blues,"melancholic,male-vocal,2000s",148.73471,0.10626762,0.849704,0.07975283,0.7093357,0.032197013,-21.117285,0.08483976,0.0521396,False,2024,100
T000060,Program of Though,A0539,Innovative reciprocal product,222281,Electronic,"2010s,drill,classic,trap",148.74052,0.4281735,0.02840923,0.46047795,0.5725711,0.049916815,-19.52167,0.057801932,0.04671067,False,1967,100
T000061,The All,A0373,Reduced global projection,367071,R&B,"slow,neo-soul,trap",104.52403,0.020678448,0.6299433,0.47682282,0.37365767,0.10212913,-6.71166,0.0980184,0.29252478,False,2014,100
T000062,Enhanced fresh-thinking benchmark,A0454,Intuitive intermediate concept,407759,Blues,"mainstream,female-vocal,art-rock,drums,rainy-day,techno",194.29384,0.50116867,0.78224534,0.35317507,0.09377525,0.17499691,-26.577215,0.21636368,0.20813441,False,1990,4200
T000063,Say Listen,A0612,Mandatory holistic software,144055,Country,"love,synth",170.46419,0.6728261,0.6119221,0.068484835,0.49058,0.059908204,-16.176205,0.009848011,0.15757123,False,2016,1200
T000064,The Huge,A0515,Cross-group coherent function,256311,Pop,"acoustic,remix,lo-fi,70s",186.33705,0.95931566,0.831899,0.13613719,0.355984,0.19422597,-21.545591,0.0054636667,0.5451019,False,1968,100
T000065,Devolved scalable orchestration,A0441,Reactive human-resource functi,326600,Pop,"techno,70s,drone,neo-soul,upbeat",125.718666,0.49251148,0.9804072,0.30013663,0.6232387,0.22910407,-3.6821954,0.0040122387,0.04938924,False,1988,300
T000066,Angela's Deal,A0447,Face-to-face 3rdgeneration ada,358073,Pop,"neo-soul,lo-fi,british,vocals",133.32939,0.37853435,0.79685754,0.14597559,0.33120516,0.120596655,-26.417492,0.103492685,0.32999521,False,2015,200
T000067,Function-based mobile intranet,A0247,Progressive 6thgeneration extr,377906,Classical,"ambient,soul,neo-soul,house,psychedelic,live",156.7973,0.6131085,0.52991617,0.2062055,0.9071475,0.31490856,-3.46403,0.071947455,0.20522323,False,1990,100
T000068,Respond Feeling,A0027,Total impactful artificial int,90406,Folk,"love,male-vocal",142.33247,0.46337265,0.38432404,0.36474228,0.87797296,0.16077308,-26.518122,0.04161778,0.048169475,False,1981,800
T000069,Down of Defense,A0346,Visionary methodical solution,210814,Pop,"2000s,post-rock,noise,art-rock,folk-rock",153.55182,0.90778226,0.34996837,0.5831538,0.062931195,0.0822057,-17.361872,0.016834797,0.072402276,False,1970,5100
T000070,Judy's Leader,A0166,Operative holistic analyzer,295158,R&B,"lo-fi,house",120.541016,0.5049045,0.60360587,0.3242755,0.41184813,0.18471207,-3.6876178,0.18718643,0.3417188,False,1971,100
T000071,Teach of Newspaper,A0325,Organic uniform productivity,247018,Indie,"night,neo-soul",78.59822,0.5272709,0.91010684,0.2334299,0.6524314,0.08798062,-23.050371,0.1498475,0.5463274,False,2014,8400
T000072,Table of Strategy,A0682,Down-sized leadingedge system ,352462,Hip-Hop,"90s,rainy-day,workout,acoustic",173.68599,0.17042498,0.54989165,0.10420039,0.76263815,0.009319777,-11.166189,0.14194122,0.018518327,True,1998,300
T000073,Ergonomic background paradigm,A0185,Versatile object-oriented capa,213853,Rock,"acoustic,road-trip,female-vocal,modern,african",114.22823,0.5945912,0.8271815,0.5196761,0.26325536,0.039455485,-11.379964,0.08733662,0.043276973,False,1992,600
T000074,Andrew's Relate,A0050,Inverse human-resource flexibi,115320,Ambient,"post-rock,neo-soul,progressive,funk,winter",145.17242,0.371439,0.85908,0.07827185,0.15799598,0.023272177,-26.055483,0.055022344,0.20412217,False,1973,100
T000075,Cole's Along,A0224,Down-sized contextually-based ,179269,Indie,"party,remix",111.66258,0.71143794,0.74426454,0.5693756,0.8186895,0.0050594658,-10.278978,0.039012007,0.29491237,False,1985,500
T000076,Lisa's Walk,A0236,Pre-emptive hybrid projection,108613,Indie,"art-rock,night,studio",127.50494,0.29155216,0.3318252,0.11156457,0.8281937,0.20398915,-26.384417,0.10135763,0.3416587,False,1974,200
T000077,Accept of Here,A0534,Grass-roots intangible monitor,130049,Hip-Hop,"heartbreak,cover,road-trip,noise,drone",149.455,0.38484547,0.22518739,0.23819621,0.75814474,0.21110101,-12.288761,0.029066397,0.14717093,False,1977,300
T000078,Staff of Involve,A0444,Managed transitional interface,361969,Latin,"energetic,upbeat,bass,mainstream,rainy-day,fast",140.99136,0.6040413,0.2806395,0.6249527,0.26863906,0.08010484,-17.551838,0.0961391,0.6110878,False,1974,1800
T000079,Re-contextualized needs-based archive,A0628,Face-to-face modular software,232642,Electronic,"dance,night,live,2000s",79.72983,0.55591726,0.4472664,0.71145535,0.4241091,0.048830464,-25.668802,0.3404955,0.13702267,False,2005,800
T000080,Grow of Crime,A0536,Self-enabling responsive attit,407405,Rock,"techno,post-rock,neo-soul,upbeat",92.95754,0.450992,0.55865,0.6925451,0.2045981,0.09189991,-2.3676417,0.030645689,0.07321915,False,2002,9800
T000081,The Rest,A0323,Function-based 24/7 support,250989,Indie,"a-cappella,drill,bass,love,party,study",84.34257,0.7424392,0.52237827,0.47457245,0.42515793,0.06136414,-19.37144,0.1088749,0.36394957,True,1996,300
T000082,The Show,A0652,Robust bandwidth-monitored app,317183,Jazz,"psychedelic,groove,60s,soul",140.625,0.5107026,0.10285347,0.31036147,0.44113585,0.18275426,-3.1301105,0.0051629203,0.22994784,False,1972,100
T000083,Whether of Should,A0132,Organized disintermediate proj,186233,Electronic,"groove,art-rock",115.24046,0.24977691,0.2617744,0.028041586,0.31652626,0.33584127,-29.632538,0.078348614,0.15976076,False,1989,1000
T000084,Quality News,A0022,Re-contextualized intangible h,265878,R&B,"trap,road-trip,study,2020s",94.499664,0.5229742,0.99881196,0.08973115,0.5953852,0.057693165,-17.216526,0.10443809,0.07623902,False,1990,600
T000085,Model of Customer,A0069,Synchronized bandwidth-monitor,261771,Jazz,"70s,vocals",66.17142,0.3209216,0.6635368,0.43111295,0.64081246,0.09642296,-23.902908,0.058866806,0.25822932,False,1966,2100
T000086,There of Despite,A0581,Switchable dynamic structure,171971,Electronic,"folk-rock,male-vocal,synth,american,2010s",167.45486,0.17135236,0.68564624,0.6462793,0.4966246,0.1400005,-26.276993,0.04382474,0.024401613,True,2009,47400
T000087,The Own,A0362,Persistent tertiary productivi,370618,Indie,"synth,chill,group,morning",67.565956,0.41907752,0.7903747,0.30518895,0.43009126,0.014181946,-17.690693,0.021062497,0.094280906,False,1969,100
T000088,The Their,A0125,Vision-oriented leadingedge de,275544,Blues,"road-trip,drone,winter,rainy-day",113.306114,0.6076599,0.58192295,0.5046388,0.6659187,0.5443534,-5.074728,0.19046472,0.15387803,False,2013,100
T000089,Thomas's He,A0400,Cross-group client-server syne,249559,Rock,"modern,electric,slow,90s",123.809105,0.41852313,0.87217706,0.33882228,0.8828282,0.3290793,-2.4104733,0.00087374897,0.16255207,False,1966,100
T000090,The Heavy,A0116,Switchable directional ability,263741,Reggae,"ambient,bass,2000s,psychedelic,workout,soul",123.4272,0.16371384,0.74017215,0.12088449,0.38998288,0.09434112,-12.713545,0.05277643,0.09799798,False,2010,200
T000091,Christine's Operation,A0563,Visionary systemic focus group,343857,Latin,"summer,road-trip,folk-rock",79.38973,0.3272147,0.62033266,0.52543336,0.56017643,0.29188213,-14.702005,0.07422898,0.16096133,False,1980,100
T000092,Tonight Certainly,A0353,Up-sized leadingedge paralleli,307507,Pop,"chill,trance,classic",159.32417,0.4068037,0.78116643,0.5666144,0.30072728,0.21494205,-19.55807,0.029953727,0.11362887,False,1977,100
T000093,Suddenly of Audience,A0307,Re-contextualized systematic f,154138,Rock,"folk-rock,live",91.80269,0.6724783,0.84021676,0.13635983,0.45107526,0.07524569,-21.465199,0.033116344,0.058690257,False,1997,100
T000094,Organic interactive product,A0245,Total static adapter,413878,Metal,"slow,electric,american",148.06918,0.34945694,0.46747088,0.085002795,0.63878673,0.2787758,-1.3335719,0.052010857,0.007329496,False,2012,12900
T000095,Nicholas's Avoid,A0510,Re-engineered web-enabled appl,375219,Ambient,"energetic,choir,fast,90s",112.92466,0.5834927,0.39319915,0.45802656,0.7357144,0.2514467,-27.30554,0.10426122,0.8414304,True,1998,22600
T000096,Re-contextualized attitude-oriented capa,A0290,Visionary stable synergy,153671,Blues,"female-vocal,progressive",132.96346,0.6884,0.23289487,0.45562494,0.2304769,0.13506511,-6.6607757,0.11114872,0.056349218,False,1994,42000
T000097,Kimberly's Fire,A0068,Switchable empowering array,362292,Latin,"solo,mainstream,duo,male-vocal",123.3111,0.26535577,0.129245,0.36133713,0.5317624,0.28111064,-4.515732,0.09051592,0.090863615,False,1965,400
T000098,Blood of Buy,A0087,Realigned contextually-based f,156543,Latin,"neo-soul,techno",193.73647,0.28181958,0.9060645,0.33185497,0.19924603,0.26755086,-29.119282,0.14179313,0.1583047,False,1967,7500
T000099,Moment During,A0767,Customer-focused global databa,144584,Hip-Hop,"live,2020s,drums",108.50596,0.87628937,0.77109873,0.5848354,0.67639214,0.30407164,-6.6714854,0.11749166,0.18071806,True,1995,100
T000100,Approach of Plant,A0734,Profit-focused optimal workfor,378298,Metal,"soul,90s,remix",81.41988,0.79116523,0.24227186,0.30390495,0.22303152,0.0129956445,-26.706076,0.004404953,0.010848252,False,1967,100
T000101,Now Give,A0565,Multi-layered client-driven or,107479,Country,"workout,spoken-word,lo-fi,study,modern",110.516136,0.7508415,0.39174077,0.24200884,0.59728307,0.04651182,-22.453053,0.035371795,0.010610636,False,1961,100
T000102,The Agency,A0209,Team-oriented methodical solut,374371,Latin,"house,energetic,male-vocal,cover,vocals,upbeat",129.86629,0.7398094,0.5824906,0.51901937,0.3764815,0.31943643,-7.2464347,0.07137056,0.12270673,False,1960,300
T000103,Face-to-face explicit extranet,A0771,Object-based motivating Intern,218455,Pop,"love,summer,neo-soul",69.27358,0.60723865,0.5678197,0.35042608,0.5073934,0.0517327,-4.3360124,0.025317656,0.33170447,False,1977,600
T000104,The In,A0624,Function-based static leverage,112420,Blues,"2020s,70s,summer,instrumental,live,acoustic",188.58284,0.42910433,0.1611267,0.6597488,0.57753444,0.051894937,-28.057388,0.20515358,0.022166323,False,2016,1300
T000105,Jacqueline's Author,A0576,Up-sized didactic methodology,111298,Rock,"dance,night,choir,european,upbeat",87.82164,0.7647216,0.49704275,0.19511391,0.7428548,0.2079847,-8.755772,0.19194812,0.0023673787,False,1970,800
T000106,Monique's Coach,A0355,Networked holistic challenge,131891,Electronic,"female-vocal,2010s,experimental,american,european,soul",190.28502,0.5267392,0.7701347,0.11373183,0.58855724,0.10654277,-27.247164,0.025487134,0.12916149,False,2006,500
T000107,Horizontal asynchronous monitoring,A0216,Visionary neutral collaboratio,305913,Latin,"soul,80s,house,dance,60s",116.58505,0.79500425,0.9022467,0.1789308,0.7376905,0.19745563,-3.6947763,0.033038523,0.677705,False,2003,100
T000108,Barbara's Tonight,A0072,Persevering 24/7 toolset,287488,Indie,"night,love",137.75847,0.61296767,0.58084923,0.3863351,0.28797618,0.029539078,-27.564302,0.0077030044,0.4145765,False,2003,1100
T000109,National Work,A0730,Sharable local productivity,109560,Reggae,"2000s,morning",155.62299,0.49672705,0.510019,0.063744396,0.58761466,0.05645231,-3.3042996,0.12290339,0.049232468,True,1983,200
T000110,The Popular,A0358,Sharable reciprocal concept,165872,Pop,"party,progressive,drone,60s,2010s",69.092804,0.44974566,0.39361712,0.67193496,0.905622,0.060073894,-20.057508,0.0761364,0.21152784,False,1971,400
T000111,Month Forget,A0157,Monitored mobile utilization,397754,Blues,"studio,techno,70s,modern,latin",117.94954,0.1881126,0.7933509,0.3054088,0.75154597,0.14282848,-12.997017,0.013546379,0.00091155246,False,2013,13900
T000112,Open-architected regional approach,A0249,Switchable stable hierarchy,337621,Folk,"2020s,techno,90s",99.42661,0.5922673,0.277504,0.60379785,0.6170364,0.21076684,-10.152732,0.08018053,0.044309095,False,2000,200
T000113,Quality-focused tangible budgetary manag,A0464,Networked zero-defect initiati,255790,Classical,"american,winter,modern,energetic,morning,study",83.59427,0.5747503,0.347557,0.061534308,0.7106167,0.45419845,-22.523687,0.120041415,0.11863701,False,2000,100
T000114,The Pass,A0136,Vision-oriented intermediate p,266171,Classical,"drone,acoustic,classic,house,2000s,guitar",153.6595,0.13299683,0.91274387,0.31536046,0.6060022,0.1515378,-20.75464,0.14954287,0.20272477,False,1971,100
T000115,Thomas's Whose,A0685,Adaptive solution-oriented har,319162,Blues,"study,british,soul",83.18663,0.36163294,0.79784983,0.48122194,0.67347413,0.04175072,-21.671728,0.02820381,0.22403736,False,1997,100
T000116,The Everyone,A0609,Implemented attitude-oriented ,290584,Country,"choir,drill,latin,lo-fi,instrumental",141.60367,0.35829255,0.5367724,0.7149177,0.8736007,0.14859794,-17.247086,0.5243071,0.06977361,False,1999,100
T000117,Read All,A0579,Automated 24/7 extranet,301417,Jazz,"solo,2010s",114.6609,0.814109,0.36815995,0.21254699,0.15398894,0.06968695,-0.75630754,0.03666538,0.07674316,False,1995,100
T000118,Alone of Ground,A0344,Customer-focused bifurcated me,193533,Classical,"groove,fast",196.67273,0.6385528,0.30484813,0.41564754,0.22797525,0.29357237,-29.703094,0.023762528,0.18072836,False,2005,400
T000119,Know of Every,A0507,Organized coherent superstruct,232377,Jazz,"funk,groove",186.92152,0.9283061,0.46117577,0.31622064,0.59920746,0.121589035,-17.908329,0.024628878,0.026959555,False,2019,100
T000120,Deep Good,A0469,Profound bi-directional migrat,192688,Classical,"cover,a-cappella,chill,2000s,fast,road-trip",61.05933,0.3382703,0.34382826,0.4859634,0.56050116,0.05760701,-16.268364,0.026390688,0.18578374,False,1987,9700
T000121,View of Southern,A0526,Multi-tiered radical help-desk,139018,Country,"piano,a-cappella",173.5189,0.049546577,0.20991717,0.19367371,0.8126364,0.17165898,-4.4304695,0.022352844,0.1411795,False,1991,400
T000122,Brian's Democratic,A0066,Pre-emptive coherent applicati,362982,Electronic,"psychedelic,spoken-word",83.611984,0.17128207,0.8972682,0.6214654,0.36709696,0.2302688,-26.365688,0.1161358,0.040747255,False,1990,100
T000123,Reactive upward-trending groupware,A0330,Balanced bandwidth-monitored m,155643,R&B,"synth,drums,slow,a-cappella,female-vocal",125.868835,0.68627053,0.57216275,0.1531148,0.76286274,0.010799201,-21.390652,0.028461853,0.22685388,True,1987,14400
T000124,Sandra's Record,A0036,Quality-focused well-modulated,191173,Reggae,"remix,folk-rock",173.68098,0.48021066,0.37382138,0.028505147,0.8724093,0.056815207,-8.546987,0.020453017,0.07708714,False,1999,1600
